# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  4 02:11:39 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr < 0.1
# CONSTRAINT:  and pl_radjstr > 1
# CONSTRAINT:  and pl_bmassjstr > 0.36)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rastr,ra,decstr,dec
TOI-1295 b,TOI-1295,2024,3.19688380000,0.00000050000,-0.00000050000,0,0.0470000000,0.0020000000,-0.0020000000,0,1.40000000,0.08000000,-0.08000000,0,1.42000000,0.08000000,-0.08000000,0,Mass,0.650000,0.050000,-0.050000,0,0.024000,0.020000,-0.020000,0,1800.0000,130.0000,-130.0000,0,2360.00,50.00,-50.00,0,,,,,F,6280.00,50.00,-50.00,0,1.700000,0.030000,-0.030000,0,1.380000,0.080000,-0.080000,0,0.2600,0.0600,-0.0600,0,[Fe/H],0.58659,0.01220,-0.01256,0,4.100000,0.080000,-0.080000,0,2.0000,0.3000,-0.3000,0,0.456777,0.134567,-0.076817,0,7.8000,0.5000,-0.5000,0,11.00000,0.70000,-0.70000,1,17h06m41.33s,256.6722026,+67d52m17.41s,67.8715032
TOI-1333 b,TOI-1333,2021,4.72021900000,0.00001100000,-0.00001100000,0,0.0626000000,0.0011000000,-0.0012000000,0,1.39600000,0.05600000,-0.05400000,0,2.37000000,0.24000000,-0.24000000,0,Mass,1.080000,0.180000,-0.150000,0,0.073000,0.092000,-0.052000,0,1112.8500,,,0,1679.00,35.00,-34.00,0,85.70000,1.30000,-0.65000,0,,6274.00,97.00,-97.00,0,1.925000,0.064000,-0.063000,0,1.464000,0.076000,-0.079000,0,0.1190,0.0780,-0.0770,0,[Fe/H],0.71349,0.03933,-0.03955,0,4.034000,0.032000,-0.033000,0,2.3300,0.7100,-0.5600,0,0.289000,0.031000,-0.028000,0,14.2000,0.5000,-0.5000,0,5.30000,0.15900,-0.15900,0,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674
TOI-1408 b,TOI-1408,2023,4.42587000000,0.00003000000,-0.00003000000,0,0.0577800000,0.0001000000,-0.0001000000,0,2.23035445,0.35685671,-0.35685671,0,1.86578665,0.01258541,-0.01258541,0,Mass,0.180000,0.170000,-0.080000,0,0.002300,0.000500,-0.000500,0,465.1790,,,0,1293.00,,,0,82.40000,0.20000,-0.20000,0,F8 V,6117.00,31.00,-31.00,0,1.530000,0.020000,-0.020000,0,1.312000,0.009000,-0.009000,0,0.2500,0.0600,-0.0600,0,[Fe/H],0.47129,0.01443,-0.01493,0,4.100000,0.060000,-0.060000,0,2.7000,0.3000,-0.3000,0,0.520000,0.020000,-0.020000,0,9.8000,0.7000,-0.7000,0,7.91000,0.02000,-0.02000,0,20h54m02.65s,313.5110469,+72d34m50.32s,72.5806455
TOI-1431 b,TOI-1431,2021,2.65023700000,0.00000300000,-0.00000300000,0,0.0460000000,0.0020000000,-0.0020000000,0,1.49000000,0.05000000,-0.05000000,0,3.12000000,0.18000000,-0.18000000,0,Mass,1.170000,0.180000,-0.160000,0,0.002200,0.003000,-0.001600,0,5300.0000,500.0000,-470.0000,0,2370.00,70.00,-70.00,0,80.13000,0.13000,-0.13000,0,Am C,7690.00,400.00,-250.00,0,1.920000,0.070000,-0.070000,0,1.900000,0.100000,-0.080000,0,0.0900,0.0300,-0.0300,0,[Fe/H],1.06819,0.07794,-0.04700,0,4.150000,0.040000,-0.040000,0,0.2900,0.3200,-0.1900,0,0.370000,0.010000,-0.010000,0,6.0000,0.2000,-0.2000,0,,,,,21h04m48.89s,316.2036922,+55d35m16.88s,55.5880221
TOI-1478 b,TOI-1478,2021,10.18021170000,0.00000710000,-0.00000710000,0,0.0818000000,0.0130000000,-0.0085000000,0,1.07000000,0.16000000,-0.10000000,0,0.88000000,0.11000000,-0.12000000,0,Mass,0.880000,0.130000,-0.110000,0,0.055000,0.032000,-0.032000,0,261.0130,,,0,918.00,11.00,-11.00,0,87.63000,0.25000,-0.25000,0,,5597.00,83.00,-82.00,0,1.048000,0.030000,-0.029000,0,0.947000,0.059000,-0.041000,0,0.0780,0.0720,-0.0660,0,[Fe/H],-0.01278,0.01581,-0.01594,0,4.374000,0.039000,-0.032000,0,9.1000,3.1000,-3.9000,0,1.160000,0.140000,-0.110000,0,1.2400,0.1600,-0.1600,0,,,,,08h25m44.10s,126.4337428,-13d33m34.37s,-13.5595485
TOI-150.01,TOI-150,2019,5.85748700000,0.00008900000,-0.00009700000,0,0.0703700000,0.0008700000,-0.0008800000,0,1.25500000,0.02100000,-0.01900000,0,2.51000000,0.12000000,-0.12000000,0,Mass,1.680000,0.120000,-0.120000,0,0.262000,0.045000,-0.037000,0,750.9220,,,0,1404.50,7.10,-6.50,0,88.09000,0.98000,-0.68000,0,F,6255.00,90.00,-90.00,0,1.526000,0.012000,-0.012000,0,1.351000,0.038000,-0.026000,0,0.2800,0.0360,-0.0360,0,[Fe/H],0.49651,0.04469,-0.03909,0,4.130000,0.009000,-0.009000,0,2.3460,0.4250,-0.9010,0,0.533200,0.014400,-0.016500,0,7.9600,0.2790,-0.2790,0,,,,,07h31m51.70s,112.9654210,-73d36m21.73s,-73.6060358
TOI-1518 b,TOI-1518,2021,1.90261131000,0.00000043000,-0.00000043000,0,0.0371200000,0.0008200000,-0.0008200000,0,1.87800000,0.04200000,-0.04200000,0,1.83000000,0.47000000,-0.47000000,0,Mass,0.343000,0.087000,-0.088000,0,0.010000,,,1,7010.0000,390.0000,-380.0000,0,2546.00,35.00,-36.00,0,77.62600,0.09700,-0.09700,0,F0,7299.00,98.00,-100.00,0,1.942000,0.043000,-0.043000,0,1.880000,0.130000,-0.120000,0,-0.1000,0.1200,-0.1200,0,[Fe/H],0.98408,0.03002,-0.03032,0,4.136000,0.011000,-0.011000,0,,,,,0.362200,0.005500,-0.005400,0,85.1000,6.3000,-6.3000,0,,,,,23h29m04.20s,352.2675207,+67d02m05.30s,67.0348062
TOI-157 b,TOI-157,2020,2.08454350000,0.00000230000,-0.00000230000,0,0.0313800000,0.0002500000,-0.0002000000,0,1.28600000,0.02300000,-0.02000000,0,1.18000000,0.13000000,-0.12000000,0,Mass,0.686000,0.080000,-0.078000,0,0.000000,,,0,1062.0000,57.0000,-51.0000,0,1588.00,21.00,-20.00,0,82.01000,0.15000,-0.16000,0,G9 IV,5404.00,70.00,-67.00,0,1.167000,0.017000,-0.014000,0,0.948000,0.023000,-0.018000,0,0.2400,0.0900,-0.0900,0,[Fe/H],0.01995,0.02223,-0.02082,0,4.281000,0.011000,-0.011000,0,12.8200,0.7300,-1.4000,0,0.842000,0.029000,-0.030000,0,2.5000,,,1,,,,,04h54m48.35s,73.7014398,-76d40m50.18s,-76.6806061
TOI-1601 b,TOI-1601,2021,5.33175000000,0.00014000000,-0.00014000000,0,0.0690000000,0.0010000000,-0.0010000000,0,1.26675420,0.05786174,-0.04560795,0,1.21763817,0.05034163,-0.05348798,0,Mass,0.740000,0.140000,-0.180000,0,0.000000,,,0,1071.4200,,,0,1493.97,29.38,-27.85,0,88.84000,0.81000,-1.10000,0,,5982.00,78.00,-64.00,0,2.195000,0.062200,-0.062300,0,1.505500,0.034700,-0.050500,0,0.3430,0.0520,-0.0580,0,[Fe/H],0.74772,0.03007,-0.03097,0,3.928000,0.022000,-0.025000,0,2.4000,0.4000,-0.2000,0,0.197500,0.016200,-0.016100,0,6.4000,0.5000,-0.5000,0,,,,,02h33m26.78s,38.3615690,+41d00m48.36s,41.0134321
TOI-163 b,TOI-163,2019,4.23130600000,0.00006300000,-0.00005700000,0,0.0580000000,0.0014000000,-0.0014000000,0,1.48900000,0.03400000,-0.03400000,0,1.22000000,0.12000000,-0.12000000,0,Mass,0.490000,0.059000,-0.055000,0,0.000000,,,0,1489.1126,,,0,1669.00,16.00,-14.00,0,87.24000,0.47000,-0.45000,0,F,6495.00,90.00,-90.00,0,1.648000,0.023000,-0.025000,0,1.435200,0.029000,-0.028000,0,0.2200,0.0410,-0.0410,0,[Fe/H],0.63649,0.02438,-0.02647,0,4.187000,0.011000,-0.011000,0,1.8230,0.3000,-0.3310,0,0.451800,0.018900,-0.019400,0,14.0800,0.2660,-0.2660,0,,,,,05h19m04.38s,79.7682532,-71d53m43.90s,-71.8955269
TOI-169 b,TOI-169,2020,2.25544770000,0.00000630000,-0.00000630000,0,0.0352400000,0.0006900000,-0.0007900000,0,1.08600000,0.08100000,-0.04800000,0,0.79100000,0.06400000,-0.06000000,0,Mass,0.760000,0.140000,-0.170000,0,0.000000,,,0,1443.0000,73.0000,-66.0000,0,1715.00,22.00,-20.00,0,80.98000,0.31000,-0.38000,0,G1 V,5880.00,54.00,-49.00,0,1.288000,0.020000,-0.019000,0,1.147000,0.069000,-0.075000,0,0.2400,0.0900,-0.0900,0,[Fe/H],0.25261,0.01573,-0.01507,0,4.278000,0.029000,-0.033000,0,4.7000,2.7000,-2.0000,0,0.756000,0.060000,-0.061000,0,2.5000,,,1,,,,,01h07m06.89s,16.7786879,-75d11m56.20s,-75.1989452
TOI-1789 b,TOI-1789,2021,3.20866400000,0.00001500000,-0.00001500000,0,0.0488200000,0.0006300000,-0.0016000000,0,1.44000000,0.24000000,-0.14000000,0,0.70000000,0.16000000,-0.16000000,0,Mass,0.280000,0.140000,-0.120000,0,,,,,2300.0000,130.0000,-81.0000,0,1927.00,27.00,-17.00,0,78.41000,0.36000,-0.58000,0,F,5991.00,55.00,-55.00,0,2.168000,0.036000,-0.034000,0,1.507000,0.059000,-0.140000,0,0.3730,0.0710,-0.0860,0,[Fe/H],0.73640,0.01179,-0.01130,0,3.943000,0.023000,-0.043000,0,2.7300,1.3000,-0.5100,0,0.208000,0.014000,-0.020000,0,7.0000,0.5000,-0.5000,0,15.70000,,,0,09h30m58.42s,142.7434060,+26d32m23.98s,26.5399951
TOI-1820 b,TOI-1820,2022,4.86067400000,0.00000500000,-0.00000500000,0,0.0610000000,0.0030000000,-0.0030000000,0,1.14000000,0.02000000,-0.02000000,0,2.30000000,0.20000000,-0.20000000,0,Mass,2.000000,0.200000,-0.200000,0,0.043000,0.008000,-0.008000,0,292.2450,,,0,1375.00,12.00,-12.00,0,84.40000,0.30000,-0.30000,0,,5734.00,50.00,-50.00,0,1.510000,0.060000,-0.060000,0,1.040000,0.130000,-0.130000,0,0.1400,0.1500,-0.1500,0,[Fe/H],0.29432,0.02037,-0.01474,0,4.240000,0.050000,-0.050000,0,11.0000,2.0000,-2.0000,0,0.430000,0.070000,-0.070000,0,4.5000,0.8000,-0.8000,0,25.00000,6.00000,-6.00000,1,12h30m44.81s,187.6867207,+27d27m07.21s,27.4520016
TOI-1855 b,TOI-1855,2024,1.36414864000,0.00000051000,-0.00000051000,0,0.0239800000,0.0004600000,-0.0003700000,0,1.65000000,0.52000000,-0.37000000,0,1.13300000,0.09600000,-0.09100000,0,Mass,0.310000,0.370000,-0.180000,0,0.033000,0.038000,-0.023000,0,852.1620,,,0,1701.00,20.00,-20.00,0,78.10000,1.00000,-1.00000,0,,5359.00,89.00,-83.00,0,1.041000,0.031000,-0.033000,0,0.987000,0.058000,-0.045000,0,0.3990,0.0690,-0.0790,0,[Fe/H],-0.09474,0.01643,-0.01652,0,4.397000,0.040000,-0.031000,0,8.2000,3.5000,-4.0000,0,1.230000,0.150000,-0.110000,0,5.7400,0.1500,-0.1500,0,,,,,13h41m24.95s,205.3539534,+17d41m12.74s,17.6868719
TOI-1937 A b,TOI-1937 A,2023,0.94667944000,0.00000047000,-0.00000047000,0,0.0193200000,0.0003500000,-0.0003900000,0,1.24700000,0.05900000,-0.06200000,0,2.01000000,0.17000000,-0.16000000,0,Mass,1.280000,0.210000,-0.170000,0,0.000000,,,0,3230.0000,220.0000,-213.0000,0,2097.00,35.00,-36.00,0,77.00000,0.44000,-0.49000,0,,5814.00,91.00,-93.00,0,1.080000,0.025000,-0.024000,0,1.072000,0.059000,-0.064000,0,0.1960,0.0840,-0.0840,0,[Fe/H],0.07990,0.03069,-0.03224,0,4.401000,0.026000,-0.029000,0,3.6000,3.1000,-2.3000,0,1.198000,0.090000,-0.092000,0,,,,,,,,,07h45m28.97s,116.3707214,-52d22m59.73s,-52.3832587
TOI-1994 b,TOI-1994,2024,4.03371420000,0.00000510000,-0.00000510000,0,0.0613000000,0.0019000000,-0.0019000000,0,1.22000000,0.08200000,-0.07100000,0,22.10000000,2.60000000,-2.50000000,0,Mass,15.000000,3.900000,-3.200000,0,0.341000,0.054000,-0.059000,0,1910.2600,,,0,2290.00,170.00,-110.00,0,85.50000,2.90000,-2.50000,0,,7700.00,720.00,-410.00,0,2.300000,0.130000,-0.120000,0,1.860000,0.180000,-0.170000,0,-0.0100,0.3000,-0.4200,0,[Fe/H],1.22272,0.13901,-0.07659,0,3.982000,0.067000,-0.065000,0,0.9400,0.3300,-0.3100,0,0.215000,0.047000,-0.038000,0,,,,,,,,,09h48m41.90s,147.1745753,-51d45m23.63s,-51.7565640
TOI-2025 b,TOI-2025,2022,8.87209820000,0.00000770000,-0.00000770000,0,0.0892000000,0.0018000000,-0.0023000000,0,1.06100000,0.03300000,-0.03100000,0,3.60000000,0.33000000,-0.33000000,0,Mass,3.740000,0.510000,-0.460000,0,0.394000,0.035000,-0.038000,0,343.7178,,,0,1166.00,18.00,-16.00,0,88.65000,0.90000,-0.92000,0,,5977.00,79.00,-78.00,0,1.459000,0.043000,-0.042000,0,1.199000,0.074000,-0.092000,0,0.1500,0.1100,-0.1000,0,[Fe/H],0.38739,0.02085,-0.02003,0,4.187000,0.037000,-0.040000,0,4.5000,2.3000,-1.5000,0,0.542000,0.062000,-0.058000,0,6.0000,0.3000,-0.3000,0,13.20000,0.70000,-0.70000,1,18h51m10.86s,282.7952558,+82d14m43.49s,82.2454143
TOI-2031 A b,TOI-2031 A,2025,5.71548654000,0.00000076000,-0.00000075000,0,0.0660000000,0.0011000000,-0.0012000000,0,1.26700000,0.02400000,-0.02400000,0,0.80000000,0.23000000,-0.23000000,0,Mass,0.490000,0.140000,-0.140000,0,0.076000,,,1,567.0000,62.0000,-46.0000,0,1358.00,36.00,-28.00,0,88.32000,0.19000,-0.17000,0,,6490.00,170.00,-130.00,0,1.241000,0.022000,-0.022000,0,1.174000,0.060000,-0.062000,0,-0.2400,0.0900,-0.1600,0,[Fe/H],0.39094,0.05154,-0.03683,0,4.320000,0.014000,-0.014000,0,2.0000,1.2000,-0.9000,0,0.865000,0.031000,-0.029000,0,,,,,,,,,22h04m28.27s,331.1178077,+81d33m57.42s,81.5659509
TOI-2107 b,TOI-2107,2024,2.45454670000,0.00000130000,-0.00000130000,0,0.0351500000,0.0005900000,-0.0006700000,0,1.21100000,0.03500000,-0.03200000,0,0.83000000,0.11000000,-0.11000000,0,Mass,0.577000,0.093000,-0.086000,0,0.033000,0.038000,-0.023000,0,508.4680,,,0,1397.00,20.00,-18.00,0,89.44000,0.39000,-0.58000,0,,5627.00,94.00,-93.00,0,0.932000,0.027000,-0.024000,0,0.961000,0.049000,-0.054000,0,0.0700,0.1200,-0.1100,0,[Fe/H],-0.10458,0.01892,-0.02036,0,4.484000,0.024000,-0.034000,0,4.0000,4.0000,-2.7000,0,1.680000,0.120000,-0.160000,0,,,,,,,,,19h07m11.17s,286.7965405,-58d41m48.61s,-58.6968348
TOI-2109 b,TOI-2109,2021,0.67247414000,0.00000002800,-0.00000028000,0,0.0179100000,0.0006500000,-0.0006500000,0,1.34700000,0.04700000,-0.04700000,0,5.02000000,0.75000000,-0.75000000,0,Mass,2.550000,,,0,,,,,14429.0000,,,0,3646.00,88.00,-88.00,0,70.74000,0.37000,-0.37000,0,F,6540.00,160.00,-160.00,0,1.698000,0.062000,-0.057000,0,1.453000,0.074000,-0.074000,0,0.0680,0.0700,-0.0620,0,[Fe/H],0.67302,0.03370,-0.02564,0,4.139000,0.041000,-0.046000,0,1.7700,0.8800,-0.6800,0,0.417000,0.056000,-0.053000,0,81.2000,1.6000,-1.6000,0,,,,,16h52m44.71s,253.1862971,+16d34m47.70s,16.5799153
TOI-2152 A b,TOI-2152,2023,3.37735120000,0.00000600000,-0.00000610000,0,0.0506400000,0.0009300000,-0.0011000000,0,1.28100000,0.05000000,-0.04600000,0,2.83000000,0.38000000,-0.37000000,0,Mass,1.670000,0.310000,-0.290000,0,0.057000,0.068000,-0.040000,0,2195.7879,,,0,1802.00,60.00,-54.00,0,86.42000,1.40000,-0.85000,0,F4 V,6630.00,300.00,-290.00,0,1.612000,0.056000,-0.051000,0,1.516000,0.085000,-0.100000,0,0.2820,0.0750,-0.0790,0,[Fe/H],0.65321,0.06860,-0.06663,0,4.205000,0.038000,-0.048000,0,0.8300,1.1000,-0.5800,0,0.511000,0.062000,-0.066000,0,,,,,,,,,01h45m21.35s,26.3389717,+77d47m24.44s,77.7901231
TOI-2154 b,TOI-2154,2023,3.82408010000,0.00000250000,-0.00000250000,0,0.0513000000,0.0011000000,-0.0013000000,0,1.45300000,0.05300000,-0.04800000,0,0.92000000,0.19000000,-0.18000000,0,Mass,0.370000,0.092000,-0.081000,0,0.117000,0.100000,-0.079000,0,1005.8946,,,0,1580.00,27.00,-27.00,0,83.37000,0.55000,-0.75000,0,,6280.00,160.00,-160.00,0,1.396000,0.049000,-0.043000,0,1.233000,0.077000,-0.090000,0,0.0110,0.0710,-0.0590,0,[Fe/H],0.43457,0.03525,-0.03317,0,4.239000,0.042000,-0.051000,0,2.9000,2.1000,-1.5000,0,0.639000,0.083000,-0.087000,0,,,,,,,,,04h44m06.76s,71.0281482,+84d21m51.35s,84.3642652
TOI-2169 A b,TOI-2169 A,2025,8.21482820000,0.00000810000,-0.00000800000,0,0.0896000000,0.0014000000,-0.0015000000,0,1.11600000,0.03700000,-0.03600000,0,1.03700000,0.07700000,-0.07600000,0,Mass,0.920000,0.120000,-0.110000,0,0.045000,,,1,577.0000,37.0000,-35.0000,0,1364.00,21.00,-21.00,0,85.80000,0.21000,-0.21000,0,,6270.00,130.00,-130.00,0,1.820000,0.047000,-0.046000,0,1.420000,0.069000,-0.070000,0,0.1230,0.0760,-0.0730,0,[Fe/H],0.66558,0.02902,-0.03010,0,4.069000,0.030000,-0.030000,0,2.5100,0.7800,-0.6500,0,0.331000,0.031000,-0.028000,0,,,,,,,,,18h36m40.83s,279.1701117,+23d15m31.03s,23.2586193
TOI-2193 A b,TOI-2193 A,2022,2.12257350000,0.00000160000,-0.00000160000,0,0.0331900000,0.0005200000,-0.0005100000,0,1.77000000,,,0,0.94000000,0.18000000,-0.18000000,0,Mass,0.060000,,,0,0.000000,,,0,1600.0000,81.0000,-81.0000,0,1763.00,21.00,-22.00,0,79.96000,,,0,,5966.00,73.00,-72.00,0,1.248000,0.026000,-0.028000,0,1.082000,0.052000,-0.049000,0,0.0270,0.0660,-0.0520,0,[Fe/H],0.25018,0.01793,-0.02101,0,4.278000,0.030000,-0.024000,0,5.5000,1.9000,-1.7000,0,0.781000,0.072000,-0.052000,0,,,,,,,,,20h54m45.90s,313.6912320,-72d48m16.71s,-72.8046404
TOI-2236 b,TOI-2236,2022,3.53159020000,0.00000260000,-0.00000260000,0,0.0500900000,0.0008000000,-0.0008200000,0,1.28200000,0.03200000,-0.03100000,0,1.58000000,0.40000000,-0.39000000,0,Mass,0.930000,0.250000,-0.240000,0,0.000000,0.048000,-0.052000,0,1356.0000,62.0000,-65.0000,0,1688.00,19.00,-21.00,0,83.58000,0.26000,-0.25000,0,,6248.00,72.00,-77.00,0,1.573000,0.033000,-0.033000,0,1.343000,0.066000,-0.065000,0,0.1190,0.0810,-0.0780,0,[Fe/H],0.53275,0.01747,-0.02355,0,4.172000,0.024000,-0.024000,0,2.5200,0.8900,-0.8200,0,0.486000,0.034000,-0.031000,0,,,,,,,,,01h20m39.84s,20.1660113,-86d58m47.87s,-86.9799650
TOI-2346 b,TOI-2346,2025,3.33120290000,0.00000240000,-0.00000240000,0,0.0473000000,0.0008600000,-0.0009400000,0,1.43800000,0.04300000,-0.04100000,0,1.24000000,0.22000000,-0.22000000,0,Mass,0.520000,0.100000,-0.100000,0,0.086000,,,1,1360.0000,160.0000,-130.0000,0,1689.00,47.00,-42.00,0,89.01000,0.69000,-0.92000,0,,6480.00,200.00,-180.00,0,1.380000,0.027000,-0.026000,0,1.271000,0.070000,-0.074000,0,-0.0300,0.0480,-0.0560,0,[Fe/H],0.48144,0.05763,-0.05331,0,4.265000,0.014000,-0.022000,0,1.9000,1.3000,-0.9000,0,0.689000,0.020000,-0.041000,0,,,,,,,,,05h52m22.30s,88.0929073,-13d22m20.89s,-13.3724686
