# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 31 19:34:59 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr < 10
# CONSTRAINT:  and pl_orbsmaxstr < 3
# CONSTRAINT:  and pl_radjstr > 1
# CONSTRAINT:  and pl_bmassjstr > 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN st_radverr1:    Systemic Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Systemic Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Systemic Radial Velocity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
WASP-163 b,WASP-163,1.60968840000,0.00000150000,-0.00000150000,0,0.0266000000,0.0014000000,-0.0014000000,0,1.20200000,0.09700000,-0.09700000,0,1.87000000,0.21000000,-0.21000000,0,Mass,1.420000,0.310000,-0.230000,0,,,,,1638.00,68.00,-68.00,0,5.620000,0.260000,-0.210000,0,,5500.00,200.00,-200.00,0,1.015000,0.071000,-0.074000,0,0.970000,0.150000,-0.150000,0,-0.3400,0.2100,-0.2100,0,[Fe/H],-0.07572,0.09275,-0.09820,0,4.411000,0.042000,-0.040000,0,,,,,1.300000,0.200000,-0.100000,0,5.0000,,,1,,,,,-37.63627,5.27908,-5.27908,0,17h06m09.01s,256.5375549,-10d24m46.83s,-10.4130071,261.38600000,3.66300000,-3.56400000
HATS-42 b,HATS-42,2.29210200000,0.00000210000,-0.00000210000,0,0.0368900000,0.0006500000,-0.0006500000,0,1.40000000,0.25000000,-0.14000000,0,1.88000000,0.15000000,-0.15000000,0,Mass,0.830000,0.280000,-0.280000,0,0.229000,,,1,1856.00,105.00,-76.00,0,5.360000,0.390000,-0.560000,0,,6060.00,120.00,-120.00,0,1.480000,0.200000,-0.120000,0,1.273000,0.067000,-0.067000,0,0.2200,0.0700,-0.0700,0,[Fe/H],0.42488,0.11041,-0.08444,0,4.201000,0.070000,-0.070000,0,3.2600,0.8300,-0.8300,0,0.550000,0.130000,-0.130000,0,6.0400,0.3600,-0.3600,0,,,,,8.16300,0.01300,-0.01300,0,07h13m48.58s,108.4523991,-33d26m14.45s,-33.4373462,800.37700000,10.53300000,-10.26900000
Pr0211 b,Pr0211,2.14610000000,0.00003000000,-0.00003000000,0,0.0317600000,0.0001500000,-0.0001500000,0,1.20000000,,,0,1.88000000,0.03000000,-0.03000000,0,Msini,1.360000,,,0,0.011000,0.012000,-0.008000,0,,,,,,,,,,5300.00,30.00,-30.00,0,0.827000,0.012000,-0.012000,0,0.935000,0.013000,-0.013000,0,0.1800,0.0200,-0.0200,0,[Fe/H],-0.33603,0.00394,-0.00398,0,4.510000,0.050000,-0.050000,0,0.5780,0.0120,-0.0120,0,2.011723,0.574219,-0.398652,0,5.1000,0.3000,-0.3000,0,,,,,34.28669,0.47229,-0.47229,0,08h42m11.46s,130.5477440,+19d16m37.05s,19.2769570,182.71400000,1.06300000,-1.05100000
Qatar-7 b,Qatar-7,2.03204600000,0.00000970000,-0.00001400000,0,0.0352000000,0.0002000000,-0.0002000000,0,1.70000000,0.03000000,-0.03000000,0,1.88000000,0.25000000,-0.25000000,0,Mass,0.502000,0.071000,-0.071000,0,0.000000,,,0,2053.00,15.00,-15.00,0,4.840000,0.050000,-0.050000,0,F4 V,6387.00,38.00,-38.00,0,1.564000,0.021000,-0.021000,0,1.409000,0.026000,-0.026000,0,0.2760,0.0710,-0.0710,0,[Fe/H],0.56348,0.01516,-0.01571,0,4.196000,0.029000,-0.029000,0,1.6900,0.2500,-0.2500,0,0.521000,0.016000,-0.016000,0,13.8000,0.5000,-0.5000,0,5.90000,0.20000,-0.20000,0,-4.70000,0.10000,-0.10000,0,23h54m03.63s,358.5151344,+37d01m18.57s,37.0218242,705.98100000,26.06600000,-24.30500000
WASP-135 b,WASP-135,1.40137940000,0.00000080000,-0.00000080000,0,0.0243000000,0.0005000000,-0.0005000000,0,1.30000000,0.09000000,-0.09000000,0,1.90000000,0.08000000,-0.08000000,0,Mass,1.160000,0.230000,-0.230000,0,0.000000,,,0,1403.66,,,0,5.530000,0.180000,-0.180000,0,G5 V,5675.00,60.00,-60.00,0,0.960000,0.050000,-0.050000,0,0.980000,0.060000,-0.060000,0,0.0200,0.1300,-0.1300,0,[Fe/H],-0.32573,0.00542,-0.00549,0,4.470000,0.030000,-0.030000,0,0.6000,1.4000,-0.3500,0,1.580000,0.210000,-0.210000,0,4.6700,0.8900,-0.8900,0,,,,,-32.33400,0.00200,-0.00200,0,17h49m08.37s,267.2848846,+29d52m44.55s,29.8790428,298.21400000,1.42000000,-1.40700000
TrES-3 b,TrES-3,1.30618581000,,,0,0.0228200000,0.0002300000,-0.0004000000,0,1.33600000,0.03100000,-0.03700000,0,1.91000000,0.07500000,-0.08000000,0,Mass,0.994000,0.095000,-0.078000,0,0.000000,,,0,1638.00,22.00,-22.00,0,5.926000,0.056000,-0.056000,0,G4 V,5650.00,75.00,-75.00,0,0.829000,0.015000,-0.022000,0,0.928000,0.028000,-0.048000,0,-0.1900,0.0800,-0.0800,0,[Fe/H],-0.20412,0.04360,-0.04230,0,4.400000,0.100000,-0.100000,0,0.9000,2.8000,-0.8000,0,2.304000,0.066000,-0.066000,0,1.5000,1.0000,,0,,,,,10.84297,1.47429,-1.47429,0,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268,231.33700000,1.30300000,-1.28800000
WASP-46 b,WASP-46,1.43036763000,0.00000093000,-0.00000093000,0,0.0233500000,0.0007200000,-0.0007200000,0,1.17400000,0.03700000,-0.03700000,0,1.91000000,0.13000000,-0.13000000,0,Mass,1.467000,0.069000,-0.069000,0,0.000000,,,0,1636.00,44.00,-44.00,0,5.851000,0.038000,-0.037000,0,G6 V,5600.00,,,0,0.858000,0.027000,-0.027000,0,0.828000,0.076000,-0.076000,0,-0.3000,,,0,[Fe/H],-0.11113,0.00848,-0.00865,0,4.489000,0.014000,-0.014000,0,9.6000,3.7000,-5.5000,0,1.845000,0.035000,-0.035000,0,1.9000,1.2000,-1.2000,0,16.00000,1.00000,-1.00000,0,-3.77830,0.00110,,0,21h14m56.88s,318.7370122,-55d52m18.71s,-55.8718634,375.31000000,4.46200000,-4.36000000
WASP-106 b,WASP-106,9.28969000000,0.00001000000,-0.00001000000,0,0.0901000000,0.0026000000,-0.0027000000,0,1.08000000,0.01600000,-0.01700000,0,1.93000000,0.15000000,-0.15000000,0,Mass,1.860000,0.140000,-0.200000,0,0.023000,0.027000,-0.016000,0,1140.00,29.00,-29.00,0,14.200000,0.110000,-0.430000,0,F9 D,6002.00,164.00,-164.00,0,1.470000,0.016000,-0.017000,0,1.175000,0.082000,-0.074000,0,-0.0200,0.1000,-0.1000,0,[Fe/H],0.42198,0.01053,-0.01079,0,4.490000,0.160000,-0.160000,0,2.5000,0.6000,-0.6000,0,0.627000,0.014000,-0.055000,0,7.0000,1.1000,-1.0000,0,,,,,17.24744,0.00019,-0.00019,0,11h05m43.11s,166.4296276,-05d04m46.15s,-5.0794854,352.18100000,6.39300000,-6.17200000
KELT-3 b,KELT-3,2.70339000000,0.00001000000,-0.00001000000,0,0.0412300000,0.0006600000,-0.0006600000,0,1.56000000,0.11000000,-0.11000000,0,1.94000000,0.33000000,-0.33000000,0,Mass,0.750000,0.120000,-0.100000,0,0.000000,,,0,1816.00,37.00,-39.00,0,6.000000,0.270000,-0.270000,0,,6304.00,49.00,-49.00,0,1.700000,0.120000,-0.120000,0,1.960000,0.500000,-0.500000,0,0.0500,,,0,[Fe/H],0.62523,0.03252,-0.02769,0,4.200000,0.030000,-0.030000,0,3.0000,0.2000,-0.2000,0,0.560000,0.080000,-0.080000,0,7.2000,0.4000,-0.4000,0,,,,,27.90000,0.20000,-0.20000,0,09h54m34.35s,148.6431193,+40d23m16.60s,40.3879446,210.25200000,5.54400000,-5.27100000
TOI-2384 b,TOI-2384,2.13570304000,0.00000038000,-0.00000038000,0,0.0279300000,0.0002300000,-0.0002300000,0,1.02500000,0.02100000,-0.02100000,0,1.96600000,0.05900000,-0.05900000,0,Mass,2.260000,0.150000,-0.150000,0,0.000000,,,0,889.70,5.00,-5.00,0,9.820000,0.120000,-0.120000,0,,3943.00,14.00,-14.00,0,0.611300,0.008000,-0.008000,0,0.635000,0.016000,-0.016000,0,0.3320,0.0630,-0.0630,0,[Fe/H],-1.11907,0.09031,-0.11415,0,4.660000,0.013000,-0.013000,0,9.4000,5.8000,-5.8000,0,3.910000,0.150000,-0.150000,0,,,,,,,,,,,,,02h24m37.48s,36.1561463,-65d00m00.70s,-65.0001957,191.51000000,2.06900000,-2.02600000
HD 68988 b,HD 68988,6.27711000000,0.00021000000,-0.00021000000,0,0.0700000000,0.0000000000,0.0000000000,0,1.20000000,,,0,1.97000000,0.10000000,-0.10000000,0,Msini,1.430000,,,0,0.120000,0.010000,-0.010000,0,,,,,,,,,G2 V,5932.00,23.00,-23.00,0,1.190000,0.020000,-0.020000,0,1.280000,0.090000,-0.090000,0,0.3500,,,0,[Fe/H],0.22184,0.00186,-0.00186,0,4.400000,0.030000,-0.030000,0,6.0000,,,0,0.771193,0.138348,-0.147826,0,2.8400,,,0,,,,,-69.50000,0.10000,-0.10000,0,08h18m22.45s,124.5935429,+61d27m39.07s,61.4608518,60.84470000,0.19180000,-0.19060000
HATS-18 b,HATS-18,0.83784000000,0.00000047000,-0.00000047000,0,0.0174000000,0.0009800000,-0.0009800000,0,1.32900000,0.07500000,-0.07500000,0,1.97950000,0.07600000,-0.07600000,0,Mass,1.116900,0.216000,-0.216000,0,0.166000,,,1,2069.48,45.00,-45.00,0,3.658000,0.008000,-0.008000,0,G V,5600.00,120.00,-120.00,0,1.020000,0.057000,-0.031000,0,1.037000,0.047000,-0.047000,0,0.2800,0.0800,-0.0800,0,[Fe/H],-0.03152,0.05682,-0.06539,0,4.436000,0.034000,-0.034000,0,4.2000,2.2000,-2.2000,0,1.370000,0.120000,-0.230000,0,6.2300,0.4700,-0.4700,0,9.80000,0.40000,-0.40000,0,7.66330,0.00770,-0.00770,0,11h35m49.78s,173.9574203,-29d09m21.83s,-29.1560639,624.36800000,16.14700000,-15.36600000
WASP-189 b,WASP-189,2.72403300000,,,0,0.0505300000,0.0009800000,-0.0009800000,0,1.61900000,0.02100000,-0.02100000,0,1.99000000,0.16000000,-0.14000000,0,Mass,0.621987,0.076919,-0.036470,0,0.000000,,,0,3353.00,27.00,-34.00,0,4.600000,0.031000,-0.025000,0,,8000.00,80.00,-80.00,0,2.360000,0.030000,-0.030000,0,2.030000,0.066000,-0.066000,0,0.2900,0.1300,-0.1300,0,[Fe/H],1.31471,0.01914,-0.02002,0,3.900000,0.200000,-0.200000,0,0.7300,0.1300,-0.1300,0,0.227969,0.012406,-0.012547,0,93.1000,1.7000,-1.7000,0,1.19800,0.02600,-0.02500,0,,,,,15h02m44.82s,225.6867320,-03d01m53.35s,-3.0314874,99.73100000,0.75400000,-0.74320000
TOI-2981 b,TOI-2981,3.60150100000,0.00000200000,-0.00000200000,0,0.0480000000,0.0020000000,-0.0020000000,0,1.19546999,0.03746995,-0.03746995,0,2.00737249,0.10382961,-0.10382961,0,Mass,1.460000,0.160000,-0.160000,0,0.035000,,,1,1358.00,39.00,-39.00,0,9.510000,0.270000,-0.270000,0,,5940.00,75.00,-75.00,0,1.080000,0.032000,-0.032000,0,1.030000,0.060000,-0.060000,0,-0.1100,0.1000,-0.1000,0,[Fe/H],0.11594,0.01084,-0.01111,0,4.280000,0.210000,-0.210000,0,4.5000,2.9000,-2.9000,0,1.254745,0.112786,-0.112786,0,3.4000,0.5000,-0.5000,0,18.30000,,,-1,9.31000,2.70000,-2.70000,0,10h53m56.97s,163.4873940,-25d31m28.56s,-25.5245988,527.78900000,7.18800000,-7.00100000
Kepler-76 b,Kepler-76,1.54492980000,0.00000040000,-0.00000040000,0,0.0274000000,0.0020000000,-0.0019000000,0,1.36000000,0.12000000,-0.12000000,0,2.01000000,0.37000000,-0.35000000,0,Mass,1.100000,0.600000,-0.400000,0,0.000000,,,0,2140.00,40.00,-40.00,0,4.464000,0.049000,-0.041000,0,F,6409.00,95.00,-95.00,0,1.320000,0.080000,-0.080000,0,1.200000,0.200000,-0.200000,0,-0.1000,0.2000,-0.2000,0,[Fe/H],0.45116,0.01550,-0.02156,0,4.200000,0.300000,-0.300000,0,0.6200,0.4800,-0.4800,0,0.967290,0.006590,-0.037180,0,6.5000,2.0000,-2.0000,0,,,,,,,,,19h36m46.11s,294.1921185,+39d37m08.30s,39.6189727,822.96000000,10.43500000,-10.18200000
TOI-1937 A b,TOI-1937 A,0.94667944000,0.00000047000,-0.00000047000,0,0.0193200000,0.0003500000,-0.0003900000,0,1.24700000,0.05900000,-0.06200000,0,2.01000000,0.17000000,-0.16000000,0,Mass,1.280000,0.210000,-0.170000,0,0.000000,,,0,2097.00,35.00,-36.00,0,3.850000,0.090000,-0.100000,0,,5814.00,91.00,-93.00,0,1.080000,0.025000,-0.024000,0,1.072000,0.059000,-0.064000,0,0.1960,0.0840,-0.0840,0,[Fe/H],0.07990,0.03069,-0.03224,0,4.401000,0.026000,-0.029000,0,3.6000,3.1000,-2.3000,0,1.198000,0.090000,-0.092000,0,,,,,,,,,,,,,07h45m28.97s,116.3707214,-52d22m59.73s,-52.3832587,415.13500000,2.92900000,-2.88900000
HAT-P-23 b,HAT-P-23,1.21288400000,0.00000200000,-0.00000200000,0,0.0232000000,0.0002000000,-0.0002000000,0,1.36800000,0.09000000,-0.09000000,0,2.09000000,0.11100000,-0.11100000,0,Mass,1.010000,0.180000,-0.180000,0,0.106000,0.044000,-0.044000,0,2056.00,66.00,-66.00,0,4.140000,0.230000,-0.230000,0,G0,5905.00,80.00,-80.00,0,1.203000,0.074000,-0.074000,0,1.130000,0.035000,-0.035000,0,0.1500,0.0400,-0.0400,0,[Fe/H],0.19900,0.05900,-0.06800,0,4.330000,0.050000,-0.050000,0,4.0000,1.0000,-1.0000,0,1.204000,0.072000,-0.072000,0,8.1000,0.5000,-0.5000,0,,,,,-15.10000,0.30000,-0.30000,0,20h24m29.74s,306.1239076,+16d45m43.73s,16.7621462,364.81300000,4.77200000,-4.65300000
WASP-33 b,WASP-33,1.21987000000,0.00000100000,-0.00000100000,0,0.0239000000,0.0006300000,-0.0006300000,0,1.59300000,0.07400000,-0.07400000,0,2.09300000,0.13900000,-0.13900000,0,Mass,0.689000,0.074000,-0.074000,0,0.000000,,,0,2781.70,41.10,-41.10,0,3.571000,0.010000,-0.010000,0,A,7430.00,100.00,-100.00,0,1.444000,0.034000,-0.034000,0,1.495000,0.031000,-0.031000,0,0.1000,,,0,[M/H],0.81944,0.01771,-0.01588,0,4.250000,0.080000,-0.080000,0,,,,,0.700000,0.060000,-0.060000,0,85.6000,,,0,,,,,,,,,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,121.94400000,0.99800000,-0.98300000
Kepler-5 b,Kepler-5,3.54846570000,0.00000070000,-0.00000070000,0,0.0538000000,0.0015000000,-0.0021000000,0,1.42600000,0.03600000,-0.05100000,0,2.11100000,0.06700000,-0.08600000,0,Mass,0.400000,0.500000,-0.500000,0,0.000000,,,0,1750.00,20.00,-20.00,0,6.450000,0.021000,-0.025000,0,,6297.00,60.00,-60.00,0,1.793000,0.043000,-0.062000,0,1.374000,0.040000,-0.059000,0,0.0400,0.0600,-0.0600,0,[Fe/H],0.65242,0.03199,-0.03019,0,3.960000,0.100000,-0.100000,0,2.8800,0.2800,-0.2500,0,0.398970,0.000330,-0.000570,0,4.8000,1.0000,-1.0000,0,,,,,-46.70000,4.10000,-4.10000,0,19h57m37.69s,299.4070341,+44d02m06.14s,44.0350387,899.77700000,16.77400000,-16.18100000
WASP-164 b,WASP-164,1.77712550000,0.00000280000,-0.00000280000,0,0.0281800000,0.0006500000,-0.0007200000,0,1.12800000,0.04100000,-0.04300000,0,2.13000000,0.12000000,-0.13000000,0,Mass,1.960000,0.200000,-0.170000,0,0.000000,,,0,1610.00,58.00,-53.00,0,6.500000,0.130000,-0.130000,0,G2 V,5806.00,190.00,-200.00,0,0.932000,0.028000,-0.030000,0,0.946000,0.067000,-0.071000,0,-0.0100,0.1900,-0.2000,0,[Fe/H],-0.06732,0.00783,-0.00798,0,4.456450,0.084122,-0.084122,0,4.0800,2.3800,-2.3800,0,1.642000,0.100000,-0.094000,0,,,,,,,,,12.26268,0.00009,-0.00009,0,22h59m29.66s,344.8735878,-60d26m52.15s,-60.4478194,327.50600000,4.01200000,-3.91800000
WASP-53 b,WASP-53,3.30984430000,0.00000200000,-0.00000200000,0,0.0410100000,0.0008300000,-0.0009100000,0,1.07400000,0.03700000,-0.03700000,0,2.13200000,0.09200000,-0.09400000,0,Mass,2.280000,0.200000,-0.170000,0,0.030000,,,1,1053.00,16.00,-16.00,0,11.050000,0.200000,-0.190000,0,,4953.00,60.00,-60.00,0,0.798000,0.023000,-0.023000,0,0.839000,0.054000,-0.054000,0,0.2200,0.1100,-0.1100,0,[Fe/H],-0.46344,0.02811,-0.03005,0,4.553000,0.019000,-0.020000,0,,,,,2.323000,0.128000,-0.120000,0,0.8600,0.2100,-0.2100,0,,,,,-3.02501,1.29547,-1.29547,0,02h07m38.20s,31.9091639,-20d39m42.63s,-20.6618430,201.33800000,1.38000000,-1.36200000
HD 118203 b,HD 118203,6.13497790000,0.00000200000,-0.00000200000,0,0.0713000000,0.0020000000,-0.0020000000,0,1.14000000,0.02900000,-0.02900000,0,2.14000000,0.12000000,-0.12000000,0,Mass,1.790000,0.210000,-0.180000,0,0.313600,0.007500,-0.007500,0,1361.00,23.00,-22.00,0,7.460000,0.110000,-0.140000,0,K0 IV,5742.00,93.00,-95.00,0,2.040000,0.030000,-0.030000,0,1.270000,0.028000,-0.032000,0,0.2870,0.0690,-0.1110,0,[Fe/H],0.64580,0.00180,-0.00180,0,3.920000,0.020000,-0.020000,0,4.7300,0.3900,-0.3900,0,0.196000,0.006700,-0.009900,0,5.8900,0.3100,-0.2600,0,23.10000,3.80000,-3.80000,0,-29.36430,0.00450,-0.00450,0,13h34m02.39s,203.5099560,+53d43m41.48s,53.7281876,92.25890000,0.23640000,-0.23520000
NGTS-10 b,NGTS-10,0.76689440000,0.00000030000,-0.00000030000,0,0.0143000000,0.0010000000,-0.0010000000,0,1.20500000,0.11700000,-0.08300000,0,2.16200000,0.09200000,-0.10700000,0,Mass,1.430000,0.354000,-0.404000,0,0.000000,,,0,1332.00,49.00,-54.00,0,4.447000,0.123000,-0.141000,0,K5 V,4600.00,150.00,-150.00,0,0.697000,0.036000,-0.036000,0,0.696000,0.040000,-0.040000,0,-0.0200,0.1200,-0.1200,0,[M/H],-0.75673,0.06831,-0.08109,0,4.595000,0.019000,-0.019000,0,10.4000,2.5000,-2.5000,0,,,,,4.0000,0.6000,-0.6000,0,17.29000,0.00800,-0.00800,0,39.09310,0.00540,-0.00570,0,06h07m29.35s,91.8722801,-25d35m41.63s,-25.5948963,324.69865036,27.52228744,-27.52228744
HATS-15 b,HATS-15,1.74748753000,0.00000094000,-0.00000094000,0,0.0271200000,0.0002300000,-0.0002300000,0,1.10500000,0.04000000,-0.04000000,0,2.17000000,0.15000000,-0.15000000,0,Mass,1.970000,0.240000,-0.240000,0,0.126000,,,1,1505.00,30.00,-30.00,0,6.330000,0.160000,-0.160000,0,G9 V,5311.00,77.00,-77.00,0,0.922000,0.027000,-0.027000,0,0.871000,0.023000,-0.023000,0,0.0000,0.0500,-0.0500,0,[Fe/H],-0.20412,0.03790,-0.04153,0,4.449000,0.022000,-0.022000,0,11.0000,1.4000,-2.0000,0,1.570000,0.120000,-0.120000,0,4.1800,0.5000,-0.5000,0,,,,,-54.14500,0.02000,-0.02000,0,20h44m22.08s,311.0920041,-19d26m15.10s,-19.4375266,1139.55000000,99.70000000,-85.11000000
WASP-87 b,WASP-87,1.68279500000,0.00000190000,-0.00000190000,0,0.0294600000,0.0007500000,-0.0007500000,0,1.38500000,0.06000000,-0.06000000,0,2.18000000,0.15000000,-0.15000000,0,Mass,1.020000,,,0,0.000000,,,0,2049.54,,,0,3.890000,0.490000,-0.420000,0,,6450.00,120.00,-120.00,0,1.627000,0.062000,-0.062000,0,1.204000,0.093000,-0.093000,0,,,,,,0.53683,0.00756,-0.00770,0,4.320000,0.210000,-0.210000,0,,,,,0.479046,0.113433,-0.113567,0,9.9000,0.6000,-0.6000,0,,,,,-14.18450,0.00790,-0.00790,0,12h21m17.92s,185.3246821,-52d50m26.94s,-52.8408163,298.39200000,3.62200000,-3.53600000
